NumQuestions,count_nulls,count_not_nulls,CreationDateOnly
"3632","3502","130","2011-12-29 00:00:00"
"3096","2966","130","2011-12-30 00:00:00"
"1753","1682","71","2011-12-31 00:00:00"
"1549","1496","53","2012-01-01 00:00:00"
"3022","2893","129","2012-01-02 00:00:00"
"4046","3902","144","2012-01-03 00:00:00"
"4494","4339","155","2012-01-04 00:00:00"
"4698","4545","153","2012-01-05 00:00:00"
"4151","4036","115","2012-01-06 00:00:00"
"2466","2374","92","2012-01-07 00:00:00"
"2464","2379","85","2012-01-08 00:00:00"
"4352","4186","166","2012-01-09 00:00:00"
"4604","4444","160","2012-01-10 00:00:00"
"4792","4639","153","2012-01-11 00:00:00"
"4798","4636","162","2012-01-12 00:00:00"
"4401","4263","138","2012-01-13 00:00:00"
"2287","2186","101","2012-01-14 00:00:00"
"2449","2366","83","2012-01-15 00:00:00"
"4145","4027","118","2012-01-16 00:00:00"
"4615","4457","158","2012-01-17 00:00:00"
"4651","4495","156","2012-01-18 00:00:00"
"4724","4560","164","2012-01-19 00:00:00"
"4267","4122","145","2012-01-20 00:00:00"
"2506","2414","92","2012-01-21 00:00:00"
"2441","2361","80","2012-01-22 00:00:00"
"4368","4214","154","2012-01-23 00:00:00"
"4826","4638","188","2012-01-24 00:00:00"
"4845","4695","150","2012-01-25 00:00:00"
"4547","4422","125","2012-01-26 00:00:00"
"4257","4105","152","2012-01-27 00:00:00"
"2474","2382","92","2012-01-28 00:00:00"
"2494","2418","76","2012-01-29 00:00:00"
"4505","4365","140","2012-01-30 00:00:00"
"4945","4782","163","2012-01-31 00:00:00"
"4924","4743","181","2012-02-01 00:00:00"
"4981","4818","163","2012-02-02 00:00:00"
"4577","4434","143","2012-02-03 00:00:00"
"2603","2508","95","2012-02-04 00:00:00"
"2607","2495","112","2012-02-05 00:00:00"
"4596","4446","150","2012-02-06 00:00:00"
"5025","4867","158","2012-02-07 00:00:00"
"5258","5105","153","2012-02-08 00:00:00"
"5235","5081","154","2012-02-09 00:00:00"
"4714","4549","165","2012-02-10 00:00:00"
"2636","2531","105","2012-02-11 00:00:00"
"2734","2640","94","2012-02-12 00:00:00"
"4853","4701","152","2012-02-13 00:00:00"
"4973","4833","140","2012-02-14 00:00:00"
"5327","5187","140","2012-02-15 00:00:00"
"5305","5165","140","2012-02-16 00:00:00"
"4846","4711","135","2012-02-17 00:00:00"
"2543","2469","74","2012-02-18 00:00:00"
"2845","2740","105","2012-02-19 00:00:00"
"4876","4732","144","2012-02-20 00:00:00"
"5192","5046","146","2012-02-21 00:00:00"
"5417","5237","180","2012-02-22 00:00:00"
"5481","5313","168","2012-02-23 00:00:00"
"4929","4780","149","2012-02-24 00:00:00"
"2865","2754","111","2012-02-25 00:00:00"
"2846","2749","97","2012-02-26 00:00:00"
"4797","4606","191","2012-02-27 00:00:00"
"5313","5129","184","2012-02-28 00:00:00"
"5226","5063","163","2012-02-29 00:00:00"
"5335","5185","150","2012-03-01 00:00:00"
"4892","4757","135","2012-03-02 00:00:00"
"2771","2684","87","2012-03-03 00:00:00"
"2796","2703","93","2012-03-04 00:00:00"
"4918","4783","135","2012-03-05 00:00:00"
"5384","5211","173","2012-03-06 00:00:00"
"5270","5096","174","2012-03-07 00:00:00"
"4931","4760","171","2012-03-08 00:00:00"
"4779","4616","163","2012-03-09 00:00:00"
"2671","2573","98","2012-03-10 00:00:00"
"2743","2649","94","2012-03-11 00:00:00"
"5084","4913","171","2012-03-12 00:00:00"
"5346","5205","141","2012-03-13 00:00:00"
"5455","5266","189","2012-03-14 00:00:00"
"5394","5221","173","2012-03-15 00:00:00"
"4799","4651","148","2012-03-16 00:00:00"
"2682","2591","91","2012-03-17 00:00:00"
"2678","2577","101","2012-03-18 00:00:00"
"5029","4876","153","2012-03-19 00:00:00"
"5293","5142","151","2012-03-20 00:00:00"
"5471","5309","162","2012-03-21 00:00:00"
"5448","5289","159","2012-03-22 00:00:00"
"4656","4529","127","2012-03-23 00:00:00"
"2685","2589","96","2012-03-24 00:00:00"
"2593","2511","82","2012-03-25 00:00:00"
"5013","4854","159","2012-03-26 00:00:00"
"5374","5211","163","2012-03-27 00:00:00"
"5482","5335","147","2012-03-28 00:00:00"
"5425","5252","173","2012-03-29 00:00:00"
"4840","4679","161","2012-03-30 00:00:00"
"2728","2650","78","2012-03-31 00:00:00"
"2681","2587","94","2012-04-01 00:00:00"
"4951","4798","153","2012-04-02 00:00:00"
"5443","5273","170","2012-04-03 00:00:00"
"5489","5338","151","2012-04-04 00:00:00"
"5140","4989","151","2012-04-05 00:00:00"
"3824","3715","109","2012-04-06 00:00:00"
"2808","2715","93","2012-04-07 00:00:00"
"2594","2513","81","2012-04-08 00:00:00"
"4230","4073","157","2012-04-09 00:00:00"
"5145","4978","167","2012-04-10 00:00:00"
"5441","5289","152","2012-04-11 00:00:00"
"5553","5391","162","2012-04-12 00:00:00"
"4831","4674","157","2012-04-13 00:00:00"
"2632","2559","73","2012-04-14 00:00:00"
"2780","2692","88","2012-04-15 00:00:00"
"5031","4884","147","2012-04-16 00:00:00"
"5335","5170","165","2012-04-17 00:00:00"
"5719","5563","156","2012-04-18 00:00:00"
"5732","5565","167","2012-04-19 00:00:00"
"5041","4879","162","2012-04-20 00:00:00"
"2879","2782","97","2012-04-21 00:00:00"
"2895","2763","132","2012-04-22 00:00:00"
"5293","5101","192","2012-04-23 00:00:00"
"5474","5288","186","2012-04-24 00:00:00"
"5475","5278","197","2012-04-25 00:00:00"
"5384","5206","178","2012-04-26 00:00:00"
"4962","4813","149","2012-04-27 00:00:00"
"2837","2739","98","2012-04-28 00:00:00"
"2673","2564","109","2012-04-29 00:00:00"
"4587","4449","138","2012-04-30 00:00:00"
"4328","4179","149","2012-05-01 00:00:00"
"5316","5151","165","2012-05-02 00:00:00"
"5389","5211","178","2012-05-03 00:00:00"
"5056","4930","126","2012-05-04 00:00:00"
"2874","2770","104","2012-05-05 00:00:00"
"2600","2522","78","2012-05-06 00:00:00"
"4749","4582","167","2012-05-07 00:00:00"
"5259","5104","155","2012-05-08 00:00:00"
"5439","5262","177","2012-05-09 00:00:00"
"5598","5404","194","2012-05-10 00:00:00"
"4919","4768","151","2012-05-11 00:00:00"
"2600","2484","116","2012-05-12 00:00:00"
"2494","2380","114","2012-05-13 00:00:00"
"5126","4937","189","2012-05-14 00:00:00"
"5470","5285","185","2012-05-15 00:00:00"
"5449","5276","173","2012-05-16 00:00:00"
"5088","4922","166","2012-05-17 00:00:00"
"4879","4731","148","2012-05-18 00:00:00"
"2647","2537","110","2012-05-19 00:00:00"
"2565","2447","118","2012-05-20 00:00:00"
"4886","4690","196","2012-05-21 00:00:00"
"5439","5242","197","2012-05-22 00:00:00"
"5461","5284","177","2012-05-23 00:00:00"
"5351","5163","188","2012-05-24 00:00:00"
"4791","4622","169","2012-05-25 00:00:00"
"2513","2423","90","2012-05-26 00:00:00"
"2354","2246","108","2012-05-27 00:00:00"
"4144","4023","121","2012-05-28 00:00:00"
"5209","5035","174","2012-05-29 00:00:00"
"5394","5216","178","2012-05-30 00:00:00"
"5227","5059","168","2012-05-31 00:00:00"
"4837","4686","151","2012-06-01 00:00:00"
"2532","2427","105","2012-06-02 00:00:00"
"2523","2418","105","2012-06-03 00:00:00"
"4732","4584","148","2012-06-04 00:00:00"
"5183","5003","180","2012-06-05 00:00:00"
"5353","5171","182","2012-06-06 00:00:00"
"5446","5314","132","2012-06-07 00:00:00"
"4842","4689","153","2012-06-08 00:00:00"
"2501","2419","82","2012-06-09 00:00:00"
"2486","2379","107","2012-06-10 00:00:00"
"4918","4749","169","2012-06-11 00:00:00"
"5303","5097","206","2012-06-12 00:00:00"
"5692","5514","178","2012-06-13 00:00:00"
"5553","5369","184","2012-06-14 00:00:00"
"5041","4864","177","2012-06-15 00:00:00"
"2544","2434","110","2012-06-16 00:00:00"
"2510","2402","108","2012-06-17 00:00:00"
"5311","5124","187","2012-06-18 00:00:00"
"5607","5381","226","2012-06-19 00:00:00"
"5778","5564","214","2012-06-20 00:00:00"
"5821","5620","201","2012-06-21 00:00:00"
"5111","4961","150","2012-06-22 00:00:00"
"2559","2475","84","2012-06-23 00:00:00"
"2548","2448","100","2012-06-24 00:00:00"
"5249","5064","185","2012-06-25 00:00:00"
"5763","5522","241","2012-06-26 00:00:00"
"5830","5646","184","2012-06-27 00:00:00"
"5593","5404","189","2012-06-28 00:00:00"
"4984","4817","167","2012-06-29 00:00:00"
"2557","2460","97","2012-06-30 00:00:00"
"2514","2413","101","2012-07-01 00:00:00"
"5082","4904","178","2012-07-02 00:00:00"
"5666","5465","201","2012-07-03 00:00:00"
"4808","4644","164","2012-07-04 00:00:00"
"5503","5338","165","2012-07-05 00:00:00"
"5259","5085","174","2012-07-06 00:00:00"
"2670","2567","103","2012-07-07 00:00:00"
"2544","2448","96","2012-07-08 00:00:00"
"5351","5140","211","2012-07-09 00:00:00"
"5825","5626","199","2012-07-10 00:00:00"
"6055","5850","205","2012-07-11 00:00:00"
"5923","5683","240","2012-07-12 00:00:00"
"5307","5071","236","2012-07-13 00:00:00"
"2571","2426","145","2012-07-14 00:00:00"
"2579","2446","133","2012-07-15 00:00:00"
"5531","5286","245","2012-07-16 00:00:00"
"5764","5529","235","2012-07-17 00:00:00"
"6015","5776","239","2012-07-18 00:00:00"
"5921","5695","226","2012-07-19 00:00:00"
"5291","5079","212","2012-07-20 00:00:00"
"2602","2479","123","2012-07-21 00:00:00"
"2661","2551","110","2012-07-22 00:00:00"
"5450","5229","221","2012-07-23 00:00:00"
"5749","5535","214","2012-07-24 00:00:00"
"6054","5766","288","2012-07-25 00:00:00"
"5952","5702","250","2012-07-26 00:00:00"
"5316","5114","202","2012-07-27 00:00:00"
"2673","2563","110","2012-07-28 00:00:00"
"2608","2475","133","2012-07-29 00:00:00"
"5439","5241","198","2012-07-30 00:00:00"
"5979","5781","198","2012-07-31 00:00:00"
"5648","5414","234","2012-08-01 00:00:00"
"5676","5493","183","2012-08-02 00:00:00"
"5220","5042","178","2012-08-03 00:00:00"
"2558","2449","109","2012-08-04 00:00:00"
"2603","2477","126","2012-08-05 00:00:00"
"5173","4985","188","2012-08-06 00:00:00"
"5673","5487","186","2012-08-07 00:00:00"
"5820","5591","229","2012-08-08 00:00:00"
"5792","5593","199","2012-08-09 00:00:00"
"5204","4991","213","2012-08-10 00:00:00"
"2421","2313","108","2012-08-11 00:00:00"
"2579","2464","115","2012-08-12 00:00:00"
"5338","5115","223","2012-08-13 00:00:00"
"5640","5393","247","2012-08-14 00:00:00"
"5070","4862","208","2012-08-15 00:00:00"
"5612","5407","205","2012-08-16 00:00:00"
"5073","4881","192","2012-08-17 00:00:00"
"2699","2566","133","2012-08-18 00:00:00"
"2467","2342","125","2012-08-19 00:00:00"
"4971","4760","211","2012-08-20 00:00:00"
"5397","5183","214","2012-08-21 00:00:00"
"5657","5443","214","2012-08-22 00:00:00"
"5730","5492","238","2012-08-23 00:00:00"
"5098","4905","193","2012-08-24 00:00:00"
"2639","2512","127","2012-08-25 00:00:00"
"2581","2472","109","2012-08-26 00:00:00"
"5099","4883","216","2012-08-27 00:00:00"
"5553","5310","243","2012-08-28 00:00:00"
"5793","5550","243","2012-08-29 00:00:00"
"5840","5608","232","2012-08-30 00:00:00"
"4970","4763","207","2012-08-31 00:00:00"
"2579","2447","132","2012-09-01 00:00:00"
"2563","2430","133","2012-09-02 00:00:00"
"4595","4368","227","2012-09-03 00:00:00"
"5415","5141","274","2012-09-04 00:00:00"
"5671","5398","273","2012-09-05 00:00:00"
"5713","5447","266","2012-09-06 00:00:00"
"5110","4857","253","2012-09-07 00:00:00"
"2668","2498","170","2012-09-08 00:00:00"
"2679","2541","138","2012-09-09 00:00:00"
"5298","5013","285","2012-09-10 00:00:00"
"5678","5398","280","2012-09-11 00:00:00"
"5647","5414","233","2012-09-12 00:00:00"
"5819","5532","287","2012-09-13 00:00:00"
"5159","4896","263","2012-09-14 00:00:00"
"2455","2334","121","2012-09-15 00:00:00"
"2605","2453","152","2012-09-16 00:00:00"
"5452","5226","226","2012-09-17 00:00:00"
"5595","5309","286","2012-09-18 00:00:00"
"5492","5205","287","2012-09-19 00:00:00"
"5609","5350","259","2012-09-20 00:00:00"
"5233","4911","322","2012-09-21 00:00:00"
"2805","2600","205","2012-09-22 00:00:00"
"2629","2445","184","2012-09-23 00:00:00"
"5403","5065","338","2012-09-24 00:00:00"
"5646","5346","300","2012-09-25 00:00:00"
"5929","5593","336","2012-09-26 00:00:00"
"5974","5682","292","2012-09-27 00:00:00"
"5183","4853","330","2012-09-28 00:00:00"
"2665","2462","203","2012-09-29 00:00:00"
"2574","2383","191","2012-09-30 00:00:00"
"5122","4801","321","2012-10-01 00:00:00"
"5292","4933","359","2012-10-02 00:00:00"
"5684","5330","354","2012-10-03 00:00:00"
"5791","5370","421","2012-10-04 00:00:00"
"5262","4882","380","2012-10-05 00:00:00"
"2931","2700","231","2012-10-06 00:00:00"
"2827","2616","211","2012-10-07 00:00:00"
"5199","4807","392","2012-10-08 00:00:00"
"5759","5309","450","2012-10-09 00:00:00"
"6084","5649","435","2012-10-10 00:00:00"
"6104","5681","423","2012-10-11 00:00:00"
"5509","5136","373","2012-10-12 00:00:00"
"2864","2669","195","2012-10-13 00:00:00"
"2900","2657","243","2012-10-14 00:00:00"
"5622","5184","438","2012-10-15 00:00:00"
"6056","5700","356","2012-10-16 00:00:00"
"6169","5779","390","2012-10-17 00:00:00"
"6225","5827","398","2012-10-18 00:00:00"
"5569","5228","341","2012-10-19 00:00:00"
"3039","2858","181","2012-10-20 00:00:00"
"3061","2873","188","2012-10-21 00:00:00"
"5689","5315","374","2012-10-22 00:00:00"
"5927","5573","354","2012-10-23 00:00:00"
"5750","5381","369","2012-10-24 00:00:00"
"5981","5576","405","2012-10-25 00:00:00"
"5154","4800","354","2012-10-26 00:00:00"
"2894","2662","232","2012-10-27 00:00:00"
"2843","2634","209","2012-10-28 00:00:00"
"5424","5115","309","2012-10-29 00:00:00"
"5511","5173","338","2012-10-30 00:00:00"
"5827","5489","338","2012-10-31 00:00:00"
"5640","5274","366","2012-11-01 00:00:00"
"5423","5041","382","2012-11-02 00:00:00"
"3064","2872","192","2012-11-03 00:00:00"
"3014","2784","230","2012-11-04 00:00:00"
"5714","5341","373","2012-11-05 00:00:00"
"5898","5552","346","2012-11-06 00:00:00"
"5962","5601","361","2012-11-07 00:00:00"
"6214","5891","323","2012-11-08 00:00:00"
"5431","5092","339","2012-11-09 00:00:00"
"2986","2806","180","2012-11-10 00:00:00"
"2988","2766","222","2012-11-11 00:00:00"
"5272","4949","323","2012-11-12 00:00:00"
"5525","5232","293","2012-11-13 00:00:00"
"5825","5526","299","2012-11-14 00:00:00"
"5996","5688","308","2012-11-15 00:00:00"
"5524","5264","260","2012-11-16 00:00:00"
"3145","2981","164","2012-11-17 00:00:00"
"3148","2950","198","2012-11-18 00:00:00"
"5925","5638","287","2012-11-19 00:00:00"
"6200","5855","345","2012-11-20 00:00:00"
"6121","5799","322","2012-11-21 00:00:00"
"5486","5196","290","2012-11-22 00:00:00"
"4768","4506","262","2012-11-23 00:00:00"
"3117","2922","195","2012-11-24 00:00:00"
"3213","3000","213","2012-11-25 00:00:00"
"5766","5483","283","2012-11-26 00:00:00"
"6276","5937","339","2012-11-27 00:00:00"
"6628","6279","349","2012-11-28 00:00:00"
"6418","6124","294","2012-11-29 00:00:00"
"5639","5345","294","2012-11-30 00:00:00"
"3175","2962","213","2012-12-01 00:00:00"
"3307","3093","214","2012-12-02 00:00:00"
"5935","5636","299","2012-12-03 00:00:00"
"6352","6026","326","2012-12-04 00:00:00"
"6402","6091","311","2012-12-05 00:00:00"
"6198","5848","350","2012-12-06 00:00:00"
"5653","5306","347","2012-12-07 00:00:00"
"3253","3061","192","2012-12-08 00:00:00"
"3163","2953","210","2012-12-09 00:00:00"
"5752","5434","318","2012-12-10 00:00:00"
"6070","5751","319","2012-12-11 00:00:00"
"6295","5962","333","2012-12-12 00:00:00"
"6147","5833","314","2012-12-13 00:00:00"
"5355","5032","323","2012-12-14 00:00:00"
"2926","2723","203","2012-12-15 00:00:00"
"2957","2736","221","2012-12-16 00:00:00"
"5442","5101","341","2012-12-17 00:00:00"
"5889","5530","359","2012-12-18 00:00:00"
"6046","5625","421","2012-12-19 00:00:00"
"5707","5328","379","2012-12-20 00:00:00"
"4845","4546","299","2012-12-21 00:00:00"
"2683","2497","186","2012-12-22 00:00:00"
"2532","2319","213","2012-12-23 00:00:00"
"3293","3037","256","2012-12-24 00:00:00"
"2471","2293","178","2012-12-25 00:00:00"
"3855","3609","246","2012-12-26 00:00:00"
"4554","4251","303","2012-12-27 00:00:00"
"4356","4064","292","2012-12-28 00:00:00"
"2872","2622","250","2012-12-29 00:00:00"
"2678","2469","209","2012-12-30 00:00:00"
"3263","3001","262","2012-12-31 00:00:00"
"2601","2368","233","2013-01-01 00:00:00"
"4836","4497","339","2013-01-02 00:00:00"
"5450","5082","368","2013-01-03 00:00:00"
"5447","5117","330","2013-01-04 00:00:00"
"3294","3055","239","2013-01-05 00:00:00"
"3146","2893","253","2013-01-06 00:00:00"
"5579","5242","337","2013-01-07 00:00:00"
"6099","5668","431","2013-01-08 00:00:00"
"6339","5974","365","2013-01-09 00:00:00"
"6334","5977","357","2013-01-10 00:00:00"
"5917","5590","327","2013-01-11 00:00:00"
"3262","3007","255","2013-01-12 00:00:00"
"3225","2956","269","2013-01-13 00:00:00"
"5501","5178","323","2013-01-14 00:00:00"
"6312","5948","364","2013-01-15 00:00:00"
"6427","6028","399","2013-01-16 00:00:00"
"6344","5981","363","2013-01-17 00:00:00"
"5863","5496","367","2013-01-18 00:00:00"
"3242","2974","268","2013-01-19 00:00:00"
"3225","3004","221","2013-01-20 00:00:00"
"5842","5519","323","2013-01-21 00:00:00"
"6523","6176","347","2013-01-22 00:00:00"
"6632","6224","408","2013-01-23 00:00:00"
"6602","6271","331","2013-01-24 00:00:00"
"5804","5452","352","2013-01-25 00:00:00"
"3273","3072","201","2013-01-26 00:00:00"
"3407","3168","239","2013-01-27 00:00:00"
"6104","5753","351","2013-01-28 00:00:00"
"6586","6221","365","2013-01-29 00:00:00"
"6760","6415","345","2013-01-30 00:00:00"
"6520","6184","336","2013-01-31 00:00:00"
"6110","5752","358","2013-02-01 00:00:00"
"3370","3143","227","2013-02-02 00:00:00"
"3406","3182","224","2013-02-03 00:00:00"
"6093","5762","331","2013-02-04 00:00:00"
"6543","6203","340","2013-02-05 00:00:00"
"6841","6453","388","2013-02-06 00:00:00"
"6889","6518","371","2013-02-07 00:00:00"
"6091","5782","309","2013-02-08 00:00:00"
"3068","2905","163","2013-02-09 00:00:00"
"3504","3312","192","2013-02-10 00:00:00"
"6036","5714","322","2013-02-11 00:00:00"
"6509","6161","348","2013-02-12 00:00:00"
"6706","6358","348","2013-02-13 00:00:00"
"6499","6173","326","2013-02-14 00:00:00"
"5937","5617","320","2013-02-15 00:00:00"
"3503","3283","220","2013-02-16 00:00:00"
"3467","3252","215","2013-02-17 00:00:00"
"6170","5821","349","2013-02-18 00:00:00"
"7080","6721","359","2013-02-19 00:00:00"
"6936","6633","303","2013-02-20 00:00:00"
"6978","6608","370","2013-02-21 00:00:00"
"6406","6077","329","2013-02-22 00:00:00"
"3716","3490","226","2013-02-23 00:00:00"
"3457","3247","210","2013-02-24 00:00:00"
"6476","6134","342","2013-02-25 00:00:00"
"7005","6581","424","2013-02-26 00:00:00"
"7086","6678","408","2013-02-27 00:00:00"
"7126","6743","383","2013-02-28 00:00:00"
"6235","5801","434","2013-03-01 00:00:00"
"3691","3434","257","2013-03-02 00:00:00"
"3637","3385","252","2013-03-03 00:00:00"
"6574","6172","402","2013-03-04 00:00:00"
"7067","6644","423","2013-03-05 00:00:00"
"7416","6955","461","2013-03-06 00:00:00"
"7273","6848","425","2013-03-07 00:00:00"
"6479","6094","385","2013-03-08 00:00:00"
"3631","3391","240","2013-03-09 00:00:00"
"3701","3452","249","2013-03-10 00:00:00"
"6711","6331","380","2013-03-11 00:00:00"
"7178","6712","466","2013-03-12 00:00:00"
"7303","6873","430","2013-03-13 00:00:00"
"7322","6899","423","2013-03-14 00:00:00"
"6448","6068","380","2013-03-15 00:00:00"
"3673","3398","275","2013-03-16 00:00:00"
"3587","3313","274","2013-03-17 00:00:00"
"6642","6244","398","2013-03-18 00:00:00"
"7292","6864","428","2013-03-19 00:00:00"
"7295","6847","448","2013-03-20 00:00:00"
"7095","6645","450","2013-03-21 00:00:00"
"6339","5955","384","2013-03-22 00:00:00"
"3671","3447","224","2013-03-23 00:00:00"
"3682","3424","258","2013-03-24 00:00:00"
"6656","6288","368","2013-03-25 00:00:00"
"6905","6496","409","2013-03-26 00:00:00"
"6853","6468","385","2013-03-27 00:00:00"
"6856","6466","390","2013-03-28 00:00:00"
"5455","5056","399","2013-03-29 00:00:00"
"3513","3268","245","2013-03-30 00:00:00"
"3438","3170","268","2013-03-31 00:00:00"
"5547","5187","360","2013-04-01 00:00:00"
"7085","6640","445","2013-04-02 00:00:00"
"7272","6855","417","2013-04-03 00:00:00"
"7176","6750","426","2013-04-04 00:00:00"
"6550","6135","415","2013-04-05 00:00:00"
"3621","3399","222","2013-04-06 00:00:00"
"3801","3539","262","2013-04-07 00:00:00"
"6713","6277","436","2013-04-08 00:00:00"
"7250","6789","461","2013-04-09 00:00:00"
"7321","6894","427","2013-04-10 00:00:00"
"6773","6433","340","2013-04-11 00:00:00"
"6629","6268","361","2013-04-12 00:00:00"
"3555","3306","249","2013-04-13 00:00:00"
"3710","3475","235","2013-04-14 00:00:00"
"6439","6061","378","2013-04-15 00:00:00"
"6841","6445","396","2013-04-16 00:00:00"
"7045","6708","337","2013-04-17 00:00:00"
"6982","6602","380","2013-04-18 00:00:00"
"6168","5847","321","2013-04-19 00:00:00"
"3631","3435","196","2013-04-20 00:00:00"
"3421","3239","182","2013-04-21 00:00:00"
"6539","6220","319","2013-04-22 00:00:00"
"6947","6609","338","2013-04-23 00:00:00"
"7139","6796","343","2013-04-24 00:00:00"
"6910","6579","331","2013-04-25 00:00:00"
"6191","5851","340","2013-04-26 00:00:00"
"3426","3192","234","2013-04-27 00:00:00"
"3606","3381","225","2013-04-28 00:00:00"
"6318","6006","312","2013-04-29 00:00:00"
"6373","6073","300","2013-04-30 00:00:00"
"5403","5102","301","2013-05-01 00:00:00"
"6561","6236","325","2013-05-02 00:00:00"
"5910","5550","360","2013-05-03 00:00:00"
"3351","3128","223","2013-05-04 00:00:00"
"3241","3035","206","2013-05-05 00:00:00"
"5800","5452","348","2013-05-06 00:00:00"
"6598","6212","386","2013-05-07 00:00:00"
"6581","6231","350","2013-05-08 00:00:00"
"6438","6087","351","2013-05-09 00:00:00"
"5818","5444","374","2013-05-10 00:00:00"
"3255","3035","220","2013-05-11 00:00:00"
"3216","3008","208","2013-05-12 00:00:00"
"6153","5813","340","2013-05-13 00:00:00"
"6671","6277","394","2013-05-14 00:00:00"
"6771","6440","331","2013-05-15 00:00:00"
"6883","6500","383","2013-05-16 00:00:00"
"6096","5749","347","2013-05-17 00:00:00"
"3307","3045","262","2013-05-18 00:00:00"
"3261","3044","217","2013-05-19 00:00:00"
"5936","5541","395","2013-05-20 00:00:00"
"6653","6275","378","2013-05-21 00:00:00"
"6839","6481","358","2013-05-22 00:00:00"
"6857","6473","384","2013-05-23 00:00:00"
"5900","5563","337","2013-05-24 00:00:00"
"3042","2804","238","2013-05-25 00:00:00"
"3005","2790","215","2013-05-26 00:00:00"
"5407","5101","306","2013-05-27 00:00:00"
"6539","6166","373","2013-05-28 00:00:00"
"6822","6453","369","2013-05-29 00:00:00"
"6784","6426","358","2013-05-30 00:00:00"
"6077","5682","395","2013-05-31 00:00:00"
"3298","3061","237","2013-06-01 00:00:00"
"3106","2894","212","2013-06-02 00:00:00"
"6052","5696","356","2013-06-03 00:00:00"
"6608","6225","383","2013-06-04 00:00:00"
"6890","6538","352","2013-06-05 00:00:00"
"6825","6460","365","2013-06-06 00:00:00"
"6265","5946","319","2013-06-07 00:00:00"
"3265","3044","221","2013-06-08 00:00:00"
"3180","2947","233","2013-06-09 00:00:00"
"6017","5628","389","2013-06-10 00:00:00"
"6604","6219","385","2013-06-11 00:00:00"
"6596","6226","370","2013-06-12 00:00:00"
"6684","6319","365","2013-06-13 00:00:00"
"6078","5714","364","2013-06-14 00:00:00"
"3107","2874","233","2013-06-15 00:00:00"
"3038","2837","201","2013-06-16 00:00:00"
"6263","5927","336","2013-06-17 00:00:00"
"6892","6482","410","2013-06-18 00:00:00"
"6940","6549","391","2013-06-19 00:00:00"
"6970","6605","365","2013-06-20 00:00:00"
"6107","5756","351","2013-06-21 00:00:00"
"3204","2980","224","2013-06-22 00:00:00"
"3086","2879","207","2013-06-23 00:00:00"
"6349","5994","355","2013-06-24 00:00:00"
"6858","6430","428","2013-06-25 00:00:00"
"7034","6679","355","2013-06-26 00:00:00"
"7051","6695","356","2013-06-27 00:00:00"
"6172","5843","329","2013-06-28 00:00:00"
"3175","2961","214","2013-06-29 00:00:00"
"3136","2938","198","2013-06-30 00:00:00"
"6051","5722","329","2013-07-01 00:00:00"
"6911","6572","339","2013-07-02 00:00:00"
"6915","6546","369","2013-07-03 00:00:00"
"6054","5795","259","2013-07-04 00:00:00"
"5736","5423","313","2013-07-05 00:00:00"
"2980","2791","189","2013-07-06 00:00:00"
"2921","2717","204","2013-07-07 00:00:00"
"6296","5955","341","2013-07-08 00:00:00"
"6926","6550","376","2013-07-09 00:00:00"
"6937","6589","348","2013-07-10 00:00:00"
"7022","6616","406","2013-07-11 00:00:00"
"6189","5877","312","2013-07-12 00:00:00"
"2991","2813","178","2013-07-13 00:00:00"
"2999","2836","163","2013-07-14 00:00:00"
"6569","6236","333","2013-07-15 00:00:00"
"7199","6854","345","2013-07-16 00:00:00"
"7350","7003","347","2013-07-17 00:00:00"
"7293","6975","318","2013-07-18 00:00:00"
"6480","6137","343","2013-07-19 00:00:00"
"3240","3053","187","2013-07-20 00:00:00"
"3248","3083","165","2013-07-21 00:00:00"
"6623","6310","313","2013-07-22 00:00:00"
"7309","6941","368","2013-07-23 00:00:00"
"7435","7114","321","2013-07-24 00:00:00"
"7318","6977","341","2013-07-25 00:00:00"
"6611","6256","355","2013-07-26 00:00:00"
"3351","3151","200","2013-07-27 00:00:00"
"3378","3170","208","2013-07-28 00:00:00"
"6725","6391","334","2013-07-29 00:00:00"
"7169","6793","376","2013-07-30 00:00:00"
"7297","6926","371","2013-07-31 00:00:00"
"7219","6891","328","2013-08-01 00:00:00"
"6397","6083","314","2013-08-02 00:00:00"
"3210","3013","197","2013-08-03 00:00:00"
"3200","3017","183","2013-08-04 00:00:00"
"6422","6080","342","2013-08-05 00:00:00"
"6885","6532","353","2013-08-06 00:00:00"
"7211","6848","363","2013-08-07 00:00:00"
"6881","6493","388","2013-08-08 00:00:00"
"5823","5507","316","2013-08-09 00:00:00"
"3071","2881","190","2013-08-10 00:00:00"
"3179","3002","177","2013-08-11 00:00:00"
"6442","6090","352","2013-08-12 00:00:00"
"6965","6580","385","2013-08-13 00:00:00"
"7025","6642","383","2013-08-14 00:00:00"
"6008","5662","346","2013-08-15 00:00:00"
"6075","5750","325","2013-08-16 00:00:00"
"3245","3074","171","2013-08-17 00:00:00"
"3257","3077","180","2013-08-18 00:00:00"
"6185","5812","373","2013-08-19 00:00:00"
"6738","6416","322","2013-08-20 00:00:00"
"6889","6551","338","2013-08-21 00:00:00"
"7039","6703","336","2013-08-22 00:00:00"
"6374","6048","326","2013-08-23 00:00:00"
"3319","3139","180","2013-08-24 00:00:00"
"3235","3054","181","2013-08-25 00:00:00"
"6200","5866","334","2013-08-26 00:00:00"
