Daily means        Year 1990                    Stage (mm) at Kumeti at Te Rehunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
4,727,3190,5790,13319,942,2730,4901,7966,3772,5881,906,7936,,,,,,,,,,,,,,,,,,,
5,688,899,2219,24581,853,2214,6421,16844,15042,3624,893,4121,,,,,,,,,,,,,,,,,,,
6,665,661,1514,7058,789,1821,5572,11780,13723,2702,834,3354,,,,,,,,,,,,,,,,,,,
7,628,12765,1170,5779,745,1543,4668,6851,8295,2147,4748,2764,,,,,,,,,,,,,,,,,,,
8,582,8587,997,4155,1793,1409,3774,4740,17584,14079,2283,2270,,,,,,,,,,,,,,,,,,,
9,540,2792,854,5882,4251,3333,2979,5161,22177,5585,1898,1936,,,,,,,,,,,,,,,,,,,
10,527,1854,849,4660,1482,4659,2535,3453,21162,3330,1900,1691,,,,,,,,,,,,,,,,,,,
11,518,1296,1308,2949,1092,10954,6124,2781,7258,2906,2311,1532,,,,,,,,,,,,,,,,,,,
12,511,1084,955,2317,7012,4841,14128,2357,15509,5172,18141,1375,,,,,,,,,,,,,,,,,,,
13,577,1438,750,3887,4838,3522,11065,2000,7958,78480,39816,1275,,,,,,,,,,,,,,,,,,,
14,771,899,947,5135,6664,2928,7724,1724,14347,15893,30075,1327,,,,,,,,,,,,,,,,,,,
15,912,736,4875,8210,12069,5041,25365,13115,7842,6508,28685,1352,,,,,,,,,,,,,,,,,,,
16,686,660,11242,12671,4501,28529,11500,11300,5035,4076,7687,1341,,,,,,,,,,,,,,,,,,,
17,533,601,5879,4338,5501,7199,9721,4359,3622,2975,4232,1194,,,,,,,,,,,,,,,,,,,
18,481,6612,14164,2941,3023,4115,8839,3279,3810,2451,13203,34385,,,,,,,,,,,,,,,,,,,
19,462,34017,7599,4622,2305,2972,6286,2623,7835,2343,40903,73297,,,,,,,,,,,,,,,,,,,
20,440,26264,6455,22909,1841,2305,5256,13656,3737,1799,10662,26461,,,,,,,,,,,,,,,,,,,
21,425,8632,3502,19501,1512,1874,4465,41433,2820,1545,4632,18269,,,,,,,,,,,,,,,,,,,
22,413,4196,2479,5857,12091,1575,7444,12224,2313,13988,21912,6445,,,,,,,,,,,,,,,,,,,
23,402,3317,2818,3857,20198,6347,14564,5483,1935,6258,8880,3925,,,,,,,,,,,,,,,,,,,
24,1070,2350,1896,2844,6625,6410,13887,3817,1613,3169,4491,2840,,,,,,,,,,,,,,,,,,,
25,628,1789,1451,2225,11455,7782,7349,3007,1371,2379,3314,2205,,,,,,,,,,,,,,,,,,,
26,581,1436,1217,1795,11753,7667,16296,3286,1180,1916,2537,1757,,,,,,,,,,,,,,,,,,,
27,2791,1225,1045,1482,4882,9490,9878,3835,1040,1708,5382,1405,,,,,,,,,,,,,,,,,,,
28,2230,1073,923,1704,3434,7750,5902,3824,3077,1596,2990,1186,,,,,,,,,,,,,,,,,,,
29,1820,921,837,1765,3075,4423,4293,6376,8172,1374,3280,1070,,,,,,,,,,,,,,,,,,,
30,967,        ,770,1678,10641,60163,3498,4036,5210,1212,2392,1124,,,,,,,,,,,,,,,,,,,
31,655,        ,727,        ,7391,        ,2844,2802,        ,1136,        ,7277,,,,,,,,,,,,,,,,,,,
Min ,402,476,725,1482,745,1409,2535,1724,1040,1136,834,1070,402,,,,,,,,,,,,,,,,,,
Mean,813,4613,2895,6515,5068,7318,8207,7664,7155,7657,9071,8205,6260,,,,,,,,,,,,,,,,,,
Max ,2791,34017,14164,24581,20198,60163,25365,41433,22177,78480,40903,73297,78480,,,,,,,,,,,,,,,,,,
Daily means        Year 1997                    Stage (mm) at Mangatainoka at Larsons Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,1918,647,1959,1181,1961,9715,2278,11778,2116,5899,818,24444,,,,,,,,,,,,,,,,,,,
2,1388,630,1980,1064,1692,5980,7996,8291,1801,3449,776,4804,,,,,,,,,,,,,,,,,,,
3,1117,612,1748,991,1435,21074,4026,3395,2552,3682,1613,31609,,,,,,,,,,,,,,,,,,,
4,1488,906,1581,905,1245,4803,3429,4066,2214,65583,1030,8056,,,,,,,,,,,,,,,,,,,
5,2769,2127,4966,945,1129,3081,2269,4733,1720,40282,790,4231,,,,,,,,,,,,,,,,,,,
6,1688,16351,6225,1452,1049,2291,1760,3856,1468,8813,741,3020,,,,,,,,,,,,,,,,,,,
7,1176,3208,3950,1589,983,1829,1451,2792,1287,5933,683,2308,,,,,,,,,,,,,,,,,,,
8,1019,2142,2744,1287,914,1500,1235,2297,1169,3781,2006,1843,,,,,,,,,,,,,,,,,,,
9,917,1860,2661,9015,864,1247,1085,1964,1071,2913,1537,1489,,,,,,,,,,,,,,,,,,,
10,868,2333,2077,2500,826,1113,14714,1847,1003,15720,7351,1306,,,,,,,,,,,,,,,,,,,
11,9840,22962,1638,1682,800,1546,5417,2347,1003,6327,1623,1496,,,,,,,,,,,,,,,,,,,
12,9144,19684,1412,1317,778,1435,2807,3634,1559,3692,29526,1010,,,,,,,,,,,,,,,,,,,
13,3729,5516,1225,1235,766,1189,5366,13198,1409,7827,34656,882,,,,,,,,,,,,,,,,,,,
14,7716,3211,1076,1986,731,1105,20449,23113,1025,37813,4675,824,,,,,,,,,,,,,,,,,,,
15,5744,2303,972,1205,760,983,5406,7830,945,18610,33856,764,,,,,,,,,,,,,,,,,,,
16,3117,1801,922,3677,733,904,3399,5902,873,7437,15630,26775,,,,,,,,,,,,,,,,,,,
17,2246,1406,861,2934,702,1017,2714,4260,4703,4545,9307,7458,,,,,,,,,,,,,,,,,,,
18,5149,1189,809,5076,688,10338,3267,3266,7459,5344,13695,3162,,,,,,,,,,,,,,,,,,,
19,3588,1364,776,11787,670,4173,2540,11386,2466,3458,12494,12100,,,,,,,,,,,,,,,,,,,
20,2215,3616,1225,5242,654,2563,1976,7059,1879,2723,4548,29789,,,,,,,,,,,,,,,,,,,
21,1709,1586,64336,3059,653,1929,1706,3935,1569,5195,3392,22414,,,,,,,,,,,,,,,,,,,
22,1543,1279,53586,2268,660,1569,1534,3006,2172,3293,2825,5493,,,,,,,,,,,,,,,,,,,
23,1334,1275,8541,2404,841,1300,3065,5325,4049,2479,2108,5778,,,,,,,,,,,,,,,,,,,
24,1094,1405,5695,2195,1408,1151,1964,5864,3673,2289,1682,15642,,,,,,,,,,,,,,,,,,,
25,947,25148,3796,17232,2460,1158,1503,4474,2210,2000,2984,19519,,,,,,,,,,,,,,,,,,,
26,882,7668,3142,8736,1385,1196,1292,3122,1768,1697,2372,5554,,,,,,,,,,,,,,,,,,,
27,858,3698,2867,9509,2025,1170,1161,6737,1487,1383,1459,3386,,,,,,,,,,,,,,,,,,,
28,781,2559,2193,4388,1629,936,1065,14886,2619,1186,11927,2525,,,,,,,,,,,,,,,,,,,
29,727,        ,1837,3026,1297,871,992,4485,9986,1075,28007,10108,,,,,,,,,,,,,,,,,,,
30,696,        ,1585,2384,1203,837,924,3286,17779,943,11006,4823,,,,,,,,,,,,,,,,,,,
31,667,        ,1363,        ,7576,        ,909,2582,        ,869,        ,2813,,,,,,,,,,,,,,,,,,,
Min ,667,612,776,905,653,837,909,1847,873,869,683,764,612,,,,,,,,,,,,,,,,,,
Mean,2519,4946,6121,3742,1307,3000,3539,5959,2901,8911,8171,8562,4979,,,,,,,,,,,,,,,,,,
Max ,9840,25148,64336,17232,7576,21074,20449,23113,17779,65583,34656,31609,65583,,,,,,,,,,,,,,,,,,
Daily means        Year 1998                    Stage (mm) at Mangatainoka at Larsons Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,2149,3347,1388,8503,2659,1685,6891,23087,1558,6848,4515,4812,,,,,,,,,,,,,,,,,,,
2,1686,2376,1213,15127,6062,19699,42076,11621,1522,38060,3495,2690,,,,,,,,,,,,,,,,,,,
3,1355,1946,1110,4653,2521,8453,9677,5594,4088,20985,4442,1973,,,,,,,,,,,,,,,,,,,
4,1159,1640,1031,5076,1902,3748,4630,3747,5907,10783,8673,5911,,,,,,,,,,,,,,,,,,,
5,1239,1421,980,3429,1606,2724,3175,2875,3663,6629,4302,6817,,,,,,,,,,,,,,,,,,,
6,1221,1282,945,2135,1427,2202,2444,4824,84402,3560,3137,3004,,,,,,,,,,,,,,,,,,,
7,3837,1319,979,1975,9464,2207,1990,27544,11989,2374,2462,4012,,,,,,,,,,,,,,,,,,,
8,1282,1263,904,1519,24594,19325,1807,5573,8981,1828,2042,9124,,,,,,,,,,,,,,,,,,,
9,1935,1394,842,1348,5418,11849,41516,3609,4740,17216,1728,6474,,,,,,,,,,,,,,,,,,,
10,1943,12297,812,1209,9191,4818,17183,2771,3256,27875,1522,5865,,,,,,,,,,,,,,,,,,,
11,1242,2233,1009,1111,4546,3272,8358,26921,2480,11013,1324,3444,,,,,,,,,,,,,,,,,,,
12,1052,1602,1095,1057,2905,2696,9012,24038,2027,22163,1129,2420,,,,,,,,,,,,,,,,,,,
13,921,1359,898,1009,4062,2376,4893,13070,1702,52171,1025,1927,,,,,,,,,,,,,,,,,,,
14,787,1199,819,972,3059,9652,3454,5727,1510,15713,958,11041,,,,,,,,,,,,,,,,,,,
15,1284,2832,8194,4010,2323,5422,4568,3870,4013,11249,895,3810,,,,,,,,,,,,,,,,,,,
16,5293,1323,1789,1414,2072,3264,4989,2981,12461,11485,832,2442,,,,,,,,,,,,,,,,,,,
17,2272,1113,1534,1145,2313,2851,7680,2359,9277,4627,761,1910,,,,,,,,,,,,,,,,,,,
18,1225,10379,1154,1612,1675,13329,4606,1975,3677,2951,708,1807,,,,,,,,,,,,,,,,,,,
19,1266,3537,1007,1471,1493,5120,3179,1850,2480,8215,664,15166,,,,,,,,,,,,,,,,,,,
20,1682,1849,914,1153,1368,3846,2508,1713,1897,65866,628,7291,,,,,,,,,,,,,,,,,,,
21,1043,2254,998,1091,1250,2873,2072,1516,3536,50275,628,15935,,,,,,,,,,,,,,,,,,,
22,1532,2621,950,1048,1179,2941,17890,1375,2070,18300,667,5619,,,,,,,,,,,,,,,,,,,
23,1870,3928,836,1020,1177,5812,13878,1265,1607,5565,642,3711,,,,,,,,,,,,,,,,,,,
24,1184,7714,782,6010,4989,2814,6012,1250,1391,3459,1387,2631,,,,,,,,,,,,,,,,,,,
25,1009,3671,753,1725,3775,6825,3738,1424,2507,2394,4848,2076,,,,,,,,,,,,,,,,,,,
26,808,2238,992,1356,15760,35874,2772,1295,1690,1808,2647,1728,,,,,,,,,,,,,,,,,,,
27,733,1724,1001,1193,5270,13948,2913,2492,3511,8699,2084,1478,,,,,,,,,,,,,,,,,,,
28,671,1495,794,12793,2968,5636,4115,2447,2984,96876,1210,1249,,,,,,,,,,,,,,,,,,,
29,24540,        ,6547,16710,2199,3679,2594,1538,2350,15227,1166,1033,,,,,,,,,,,,,,,,,,,
30,9437,        ,2411,4213,2026,2745,18043,3556,1501,16309,19639,860,,,,,,,,,,,,,,,,,,,
31,7155,        ,1261,        ,2537,        ,18921,1886,        ,6593,        ,783,,,,,,,,,,,,,,,,,,,
Min ,671,1113,753,972,1177,1685,1807,1250,1391,1808,628,783,628,,,,,,,,,,,,,,,,,,
Mean,2736,2906,1482,3570,4316,7056,8954,6316,6493,18294,2672,4485,5806,,,,,,,,,,,,,,,,,,
Max ,24540,12297,8194,16710,24594,35874,42076,27544,84402,96876,19639,15935,96876,,,,,,,,,,,,,,,,,,
Daily means        Year 1999                    Stage (mm) at Mangatainoka at Larsons Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,795,5251,1559,760,1060,7604,1004,2528,1178,1594,2893,2514,,,,,,,,,,,,,,,,,,,
2,709,1342,699,517,2657,11901,1298,2123,1120,1432,2228,1970,,,,,,,,,,,,,,,,,,,
3,637,806,488,589,4207,9899,4625,3018,1244,1308,1929,1675,,,,,,,,,,,,,,,,,,,
4,595,618,409,600,1706,4885,2716,3719,1105,5168,1812,1509,,,,,,,,,,,,,,,,,,,
5,547,523,384,444,1362,4346,1754,2630,971,5047,8886,1346,,,,,,,,,,,,,,,,,,,
6,502,459,378,453,3223,3172,1405,2092,921,8521,4786,1281,,,,,,,,,,,,,,,,,,,
7,466,416,2804,4635,2779,2509,1284,1784,3221,3699,7715,1236,,,,,,,,,,,,,,,,,,,
8,549,385,1087,7643,1802,7604,3062,1609,2107,2383,8018,1092,,,,,,,,,,,,,,,,,,,
9,1901,359,686,3644,1386,13428,2732,1409,1255,1861,3875,1014,,,,,,,,,,,,,,,,,,,
10,715,354,1064,1788,1193,4112,1791,1277,1078,1583,4115,961,,,,,,,,,,,,,,,,,,,
11,521,366,608,1230,1052,2831,1537,1198,989,1405,12938,915,,,,,,,,,,,,,,,,,,,
12,452,336,483,967,941,2244,1332,1613,933,12099,26943,8059,,,,,,,,,,,,,,,,,,,
13,412,311,3027,799,834,2430,18832,12034,908,18990,10273,5566,,,,,,,,,,,,,,,,,,,
14,433,300,4793,688,5409,2848,5977,3486,910,5046,4683,33566,,,,,,,,,,,,,,,,,,,
15,1539,290,3975,7148,7893,19025,3183,2578,971,3185,3138,5526,,,,,,,,,,,,,,,,,,,
16,818,268,2252,13107,30592,35930,3078,3392,1231,2376,2370,3262,,,,,,,,,,,,,,,,,,,
17,550,256,1258,42043,13394,12547,26651,3029,1101,1900,1940,2407,,,,,,,,,,,,,,,,,,,
18,1182,243,889,5352,4227,5744,8926,2457,926,1621,1759,1960,,,,,,,,,,,,,,,,,,,
19,845,237,699,2787,2723,3819,15784,2025,17937,1427,2162,8796,,,,,,,,,,,,,,,,,,,
20,540,265,581,1878,2017,2863,18568,16024,15695,1300,1589,5431,,,,,,,,,,,,,,,,,,,
21,431,537,496,1428,1610,2343,13950,68417,16328,1748,1601,2544,,,,,,,,,,,,,,,,,,,
22,414,322,450,1139,1347,2033,20818,15946,4969,1624,1331,1999,,,,,,,,,,,,,,,,,,,
23,1532,272,413,971,1158,1711,10501,9126,2968,1304,1198,1710,,,,,,,,,,,,,,,,,,,
24,1005,266,3439,1717,1025,1497,5252,4734,2128,22959,1140,1533,,,,,,,,,,,,,,,,,,,
25,746,253,1660,2771,918,1349,3653,3174,3355,5126,3328,2028,,,,,,,,,,,,,,,,,,,
26,513,250,940,1488,2559,1547,6837,2381,19955,2975,1483,1641,,,,,,,,,,,,,,,,,,,
27,426,11629,721,1265,28237,1256,8460,1934,6572,3603,1872,1376,,,,,,,,,,,,,,,,,,,
28,388,5249,577,1424,69392,1138,5556,1669,3322,20451,7448,1272,,,,,,,,,,,,,,,,,,,
29,373,        ,502,1073,9270,1094,3878,1493,2321,12461,13977,1194,,,,,,,,,,,,,,,,,,,
30,359,        ,446,886,9845,1040,4042,1361,1844,5707,4145,1113,,,,,,,,,,,,,,,,,,,
31,6189,        ,1861,        ,5966,        ,3202,1323,        ,4399,        ,1076,,,,,,,,,,,,,,,,,,,
Min ,359,237,378,444,834,1040,1004,1198,908,1300,1140,915,237,,,,,,,,,,,,,,,,,,
Mean,874,1149,1278,3708,7154,5825,6829,5858,3985,5300,5052,3470,4227,,,,,,,,,,,,,,,,,,
Max ,6189,11629,4793,42043,69392,35930,26651,68417,19955,22959,26943,33566,69392,,,,,,,,,,,,,,,,,,
Daily means        Year 2000                    Stage (mm) at Mangatainoka at Larsons Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,1200,9388,446,1053,648,5468,2946,2986,13258,106255,11415,2527,,,,,,,,,,,,,,,,,,,
2,3601,4523,431,12505,604,24532,1961,2538,5883,72845,3813,1952,,,,,,,,,,,,,,,,,,,
3,22991,2966,399,4578,575,34571,1982,2220,3357,25907,2649,10311,,,,,,,,,,,,,,,,,,,
4,7105,2118,374,9447,547,20595,3172,2000,2620,21764,2090,4614,,,,,,,,,,,,,,,,,,,
5,3570,1680,354,46581,510,8020,2773,1830,2209,9272,1873,2662,,,,,,,,,,,,,,,,,,,
6,2406,1382,352,9791,519,4470,2617,1650,2064,5351,4095,2011,,,,,,,,,,,,,,,,,,,
7,1906,3075,424,4955,5135,3155,3248,1528,10727,52575,2395,1618,,,,,,,,,,,,,,,,,,,
8,1634,1427,445,3992,8116,2626,2555,1422,46768,12611,3653,1374,,,,,,,,,,,,,,,,,,,
9,1475,1116,387,3430,2086,2073,1986,1378,24609,85057,2661,1250,,,,,,,,,,,,,,,,,,,
10,1350,1002,344,17514,1396,13161,1675,7827,22876,13965,1904,1146,,,,,,,,,,,,,,,,,,,
11,1252,914,322,6862,1114,28746,1422,31877,10674,20968,1618,1225,,,,,,,,,,,,,,,,,,,
12,1166,819,296,3682,9215,8939,1243,9055,5523,24298,1400,2274,,,,,,,,,,,,,,,,,,,
13,1093,733,584,2629,13732,5120,1107,5183,5433,10054,1236,1719,,,,,,,,,,,,,,,,,,,
14,1025,684,3497,2026,19425,3536,995,3499,6316,5982,1118,1097,,,,,,,,,,,,,,,,,,,
15,987,660,1154,1647,6037,2724,905,2619,4779,4390,1408,989,,,,,,,,,,,,,,,,,,,
16,952,797,624,1367,11085,2193,840,2117,3442,7053,1400,907,,,,,,,,,,,,,,,,,,,
17,901,2276,490,1163,4643,2047,807,1969,2797,4736,1142,775,,,,,,,,,,,,,,,,,,,
18,853,1210,427,1040,3005,2152,879,2021,2384,4678,1061,709,,,,,,,,,,,,,,,,,,,
19,832,812,385,951,3985,2335,796,5269,6331,3481,1184,645,,,,,,,,,,,,,,,,,,,
20,807,687,390,1648,6966,1633,1106,6276,4535,2859,1035,572,,,,,,,,,,,,,,,,,,,
21,774,612,4713,1175,4536,1386,5019,2930,2950,2459,2393,546,,,,,,,,,,,,,,,,,,,
22,759,1737,23959,932,9106,1229,4207,2278,2337,2165,4095,538,,,,,,,,,,,,,,,,,,,
23,1171,851,2999,815,3480,1100,8988,1959,2400,1932,2627,519,,,,,,,,,,,,,,,,,,,
24,917,637,1896,1172,2563,986,3696,1686,2673,1734,1495,1592,,,,,,,,,,,,,,,,,,,
25,6662,552,1592,2795,2028,889,2422,1489,5262,1634,3661,7807,,,,,,,,,,,,,,,,,,,
26,4021,533,1690,1542,1667,1218,4041,2319,8410,1552,2277,1885,,,,,,,,,,,,,,,,,,,
27,1590,522,1303,1064,1420,1154,34344,2665,4936,1398,1495,2188,,,,,,,,,,,,,,,,,,,
28,1258,674,1002,883,1237,913,18568,1893,3578,1262,3869,9249,,,,,,,,,,,,,,,,,,,
29,1125,508,839,778,1098,1235,8047,1643,29494,1175,3794,42011,,,,,,,,,,,,,,,,,,,
30,18912,        ,2745,695,2591,9988,4804,1572,85922,1467,5981,10336,,,,,,,,,,,,,,,,,,,
31,7190,        ,1635,        ,3465,        ,3847,2156,        ,18811,        ,19372,,,,,,,,,,,,,,,,,,,
Min ,759,508,296,695,510,889,796,1378,2064,1175,1035,519,296,,,,,,,,,,,,,,,,,,
Mean,3274,1548,1823,4957,4275,6606,4290,3802,11152,17087,2695,4401,5505,,,,,,,,,,,,,,,,,,
Max ,22991,9388,23959,46581,19425,34571,34344,31877,85922,106255,11415,42011,106255,,,,,,,,,,,,,,,,,,
Daily means        Year 2001                    Stage (mm) at Mangatainoka at Larsons Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,6179,1347,412,1167,476,1651,1309,2572,1802,1010,9743,1730,,,,,,,,,,,,,,,,,,,
2,3549,1155,466,1044,467,1471,1188,5689,1576,881,36435,1898,,,,,,,,,,,,,,,,,,,
3,2386,1028,779,1931,2437,1336,1098,9721,1462,908,19786,1662,,,,,,,,,,,,,,,,,,,
4,1772,893,719,1230,1316,1216,1019,3343,1403,785,9747,8059,,,,,,,,,,,,,,,,,,,
5,1383,866,579,893,1478,1120,960,2440,1547,704,4760,17902,,,,,,,,,,,,,,,,,,,
6,1159,10741,455,891,1674,1037,943,1988,1461,666,3281,4085,,,,,,,,,,,,,,,,,,,
7,1027,2076,409,745,1690,1296,1059,1709,1204,6007,2536,5956,,,,,,,,,,,,,,,,,,,
8,932,1404,385,654,2295,3351,1042,2529,1077,3276,2059,6751,,,,,,,,,,,,,,,,,,,
9,764,1134,425,605,1188,6512,908,1954,989,9529,1666,18964,,,,,,,,,,,,,,,,,,,
10,718,924,520,554,1001,27740,825,2370,928,6637,1427,7260,,,,,,,,,,,,,,,,,,,
11,804,845,434,721,1332,5535,774,3442,877,7990,1668,4230,,,,,,,,,,,,,,,,,,,
12,1511,3003,387,623,1056,3214,750,2694,822,3305,1299,7389,,,,,,,,,,,,,,,,,,,
13,795,1546,358,2650,915,2398,719,1893,762,2337,6607,9417,,,,,,,,,,,,,,,,,,,
14,1079,1121,1370,1594,913,1968,701,3791,718,1835,19666,10100,,,,,,,,,,,,,,,,,,,
15,672,938,1143,1027,847,1734,1448,34210,713,1515,7788,4156,,,,,,,,,,,,,,,,,,,
16,3875,1094,547,810,768,3113,2702,11200,1236,17049,3397,2874,,,,,,,,,,,,,,,,,,,
17,1944,1020,452,705,672,4553,3798,5474,1130,8785,3321,2410,,,,,,,,,,,,,,,,,,,
18,1006,793,409,641,3676,3033,2989,3541,3253,3666,2235,2067,,,,,,,,,,,,,,,,,,,
19,829,727,379,594,15060,2187,2881,9654,1280,2497,1837,3208,,,,,,,,,,,,,,,,,,,
20,751,691,365,570,6049,1833,3955,31988,934,5026,1534,1938,,,,,,,,,,,,,,,,,,,
21,695,622,354,1462,12142,1619,5177,13159,2026,4140,2981,1548,,,,,,,,,,,,,,,,,,,
22,3700,565,332,2056,5781,2087,12275,11167,8028,3003,22912,1356,,,,,,,,,,,,,,,,,,,
23,973,556,316,1151,6406,1738,8081,11035,1867,2375,9087,1384,,,,,,,,,,,,,,,,,,,
24,17033,523,308,852,6507,5378,3778,11003,1352,2042,8682,3289,,,,,,,,,,,,,,,,,,,
25,4648,486,289,725,53798,5938,2611,32433,1104,1667,3980,1795,,,,,,,,,,,,,,,,,,,
26,67036,463,464,654,13069,3039,2073,13876,949,1420,2842,1407,,,,,,,,,,,,,,,,,,,
27,5854,445,18981,604,5542,2241,1752,5983,899,1371,2244,6068,,,,,,,,,,,,,,,,,,,
28,3306,427,8386,557,3617,1868,1538,3888,1262,10648,1846,10534,,,,,,,,,,,,,,,,,,,
29,2286,        ,7561,515,2709,1609,6426,2915,3750,15877,1544,7988,,,,,,,,,,,,,,,,,,,
30,1795,        ,2584,494,2209,1424,12527,2373,1235,6750,1349,3694,,,,,,,,,,,,,,,,,,,
31,1519,        ,1530,        ,1893,        ,3539,2105,        ,9147,        ,2494,,,,,,,,,,,,,,,,,,,
Min ,672,427,289,494,467,1037,701,1709,713,666,1299,1356,289,,,,,,,,,,,,,,,,,,
Mean,4580,1337,1681,957,5128,3441,2931,8133,1588,4608,6609,5278,3884,,,,,,,,,,,,,,,,,,
Max ,67036,10741,18981,2650,53798,27740,12527,34210,8028,17049,36435,18964,67036,,,,,,,,,,,,,,,,,,
Daily means        Year 2002                    Stage (mm) at Mangatainoka at Larsons Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day , Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec,,,,,,,,,,,,,,,,,,,
1,1965,676,4947,4184,1286,1718,6307,1693,1235,6512,5204,902,,,,,,,,,,,,,,,,,,,
2,1629,639,11535,3131,1144,1524,8123,1475,1141,3939,28425,965,,,,,,,,,,,,,,,,,,,
3,1354,600,3745,2380,1334,1370,9742,1315,1065,5612,5934,899,,,,,,,,,,,,,,,,,,,
4,2626,557,2219,1871,961,1280,18897,3452,5881,4073,3536,854,,,,,,,,,,,,,,,,,,,
5,2680,2543,1726,1821,1036,1209,12474,2932,16422,2769,32799,769,,,,,,,,,,,,,,,,,,,
6,1602,1831,1390,1918,869,1841,14970,2093,12237,2261,10130,723,,,,,,,,,,,,,,,,,,,
7,1333,901,1196,1799,3858,1318,39114,2593,3535,2027,6070,1231,,,,,,,,,,,,,,,,,,,
8,1150,723,1053,1705,1900,1158,13893,5167,7373,1885,4159,9615,,,,,,,,,,,,,,,,,,,
9,1224,652,954,1251,1217,14644,6147,12472,3809,1565,9981,2686,,,,,,,,,,,,,,,,,,,
10,1385,609,855,1094,1047,30667,3991,4634,2846,1320,13432,3825,,,,,,,,,,,,,,,,,,,
11,1426,18437,807,1003,1224,16598,3248,2993,7817,2706,11462,21664,,,,,,,,,,,,,,,,,,,
12,4537,10727,760,918,1184,8278,2638,4752,4617,44208,4909,3491,,,,,,,,,,,,,,,,,,,
13,3314,7219,684,851,1156,15584,3034,25218,2897,7304,3348,25395,,,,,,,,,,,,,,,,,,,
14,2606,4203,749,770,941,19464,2639,10477,2661,4158,2517,21885,,,,,,,,,,,,,,,,,,,
15,7643,3023,1825,723,824,47493,18569,7210,2035,2881,2055,6967,,,,,,,,,,,,,,,,,,,
16,5390,2296,823,693,740,12734,6361,6290,1730,3151,12708,3632,,,,,,,,,,,,,,,,,,,
17,2773,1808,9127,663,682,7596,4393,4767,1506,19619,5066,4820,,,,,,,,,,,,,,,,,,,
18,3692,1455,36542,623,655,59333,3341,3275,1548,21797,3723,8709,,,,,,,,,,,,,,,,,,,
19,3142,1505,6818,587,640,25295,3771,2726,2349,7112,2869,4046,,,,,,,,,,,,,,,,,,,
20,3100,5300,28767,570,895,7308,3843,2133,15760,13303,3536,2772,,,,,,,,,,,,,,,,,,,
21,2313,2079,36685,544,749,17865,10641,1805,9258,14764,2283,2114,,,,,,,,,,,,,,,,,,,
22,1798,1572,21594,569,2175,6764,38063,1560,16517,7208,2007,1711,,,,,,,,,,,,,,,,,,,
23,1473,1461,5603,521,18754,5098,7926,1377,9804,4045,1694,1430,,,,,,,,,,,,,,,,,,,
24,1258,1602,3455,502,23941,6107,7674,3434,4675,2815,1487,11756,,,,,,,,,,,,,,,,,,,
25,1127,1295,2513,486,4991,3906,4797,18576,3819,2955,1662,13767,,,,,,,,,,,,,,,,,,,
26,1054,1065,2008,513,3218,7612,3544,4907,3213,2544,1477,32519,,,,,,,,,,,,,,,,,,,
27,967,959,1658,2490,3086,7017,3168,3048,6294,5983,1219,5890,,,,,,,,,,,,,,,,,,,
28,897,946,1369,1095,4635,3994,3160,2330,3690,5799,1377,3395,,,,,,,,,,,,,,,,,,,
29,962,        ,3104,7885,3061,5059,2965,1910,21296,4616,1052,2438,,,,,,,,,,,,,,,,,,,
30,801,        ,25859,1956,2373,13895,2345,1622,35289,3077,932,1914,,,,,,,,,,,,,,,,,,,
31,725,        ,7196,        ,2012,        ,1956,1392,        ,2346,        ,1551,,,,,,,,,,,,,,,,,,,
Min ,725,557,684,486,640,1158,1956,1315,1065,1320,932,723,486,,,,,,,,,,,,,,,,,,
Mean,2192,2739,7341,1504,2987,11791,8766,4827,7077,6915,6235,6591,5762,,,,,,,,,,,,,,,,,,
Max ,7643,18437,36685,7885,23941,59333,39114,25218,35289,44208,32799,32519,59333,,,,,,,,,,,,,,,,,,
Daily means        Year 2003                    Stage (mm) at Mangatainoka at Larsons Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
